STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM,MOA_URL,ADDENDUM_URL
NEBRASKA,Wheeler County Sheriff's Office,County,Wheeler County,Task Force Model,2025-05-08,link,,https://www.ice.gov/doclib/287gMOA/WheelerCoSheriffsOfficeNE_TFM_MOA_05082025.pdf,
NEVADA,Douglas County Sheriff's Office,County,Douglas County ,Warrant Service Officer,2025-02-19,link,,https://www.ice.gov/doclib/287gMOA/DouglasCoNV_WSO_MOA_02.19.25.pdf,
NEVADA,Las Vegas Metropolitan Police Department,Municipality,Clark County,Warrant Service Officer,2025-06-16,link,,https://www.ice.gov/doclib/287gMOA/LasVegasMPD_NV_WSO_MOA_07292025.pdf,
NEVADA,Lyon County Sheriff's Office,County,Lyon County,Jail Enforcement Model,2025-06-03,link,,https://www.ice.gov/doclib/287gMOA/LyonCoSheriffsOfficeNV_JEM_MOA_06.03.2025.pdf,
NEVADA,Lyon County Sheriff's Office,County,Lyon County,Warrant Service Officer,2025-06-03,link,,https://www.ice.gov/doclib/287gMOA/LyonCoSheriffsOfficeNV_WSO_MOA_06.03.25.pdf,
NEVADA,Mineral County Sheriff's Office,County,Mineral County ,Warrant Service Officer,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/MineralCountyNV_WSO_MOA_031025.pdf,
NEW HAMPSHIRE,Auburn Police Department,Municipality,Rockingham County,Task Force Model,2026-01-07,link,,https://www.ice.gov/doclib/287gMOA/AuburnPoliceDeptNH_TFM_MOA_01072026.pdf,
NEW HAMPSHIRE,Belknap County Sheriff's Office,County,Belknap County ,Task Force Model,2025-03-03,link,,https://www.ice.gov/doclib/287gMOA/BelknapCoNH_TFM_MOA_03.03.25.pdf,
NEW HAMPSHIRE,Candia Police Department,Municipality,,Task Force Model,2025-04-23,link,,https://www.ice.gov/doclib/287gMOA/CandiaPDNH_TFM_MOA_042325.pdf,
NEW HAMPSHIRE,Carroll Police Department,Municipality,,Task Force Model,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/CarrollPDNH_TFM_MOA_070225.pdf,
NEW HAMPSHIRE,Colebrook Police Department,Municipality,,Task Force Model,2025-03-05,link,,https://www.ice.gov/doclib/287gMOA/ColebrookNH_PoliceDept_TFM_MOA_03.05.2025.pdf,
NEW HAMPSHIRE,Epping Police Department,Municipality,Rockingham County,Task Force Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/EppingPDNH_TFM_MOA_012626.pdf,
NEW HAMPSHIRE,Gorham Police Department,Municipality,,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/GorhamPoliceDeptNH_TFM_MOA_02.26.25.pdf,
NEW HAMPSHIRE,Grafton County Sheriff's Office,County,Grafton County ,Task Force Model,2025-03-07,link,,https://www.ice.gov/doclib/287gMOA/GraftonCoNH_TFM_MOA_03.07.2025.pdf,
NEW HAMPSHIRE,Hillsborough County Sheriff's Office,County,Hillsborough County,Task Force Model,2025-05-22,link,,https://www.ice.gov/doclib/287gMOA/HillsboroughCoSheriffsOfficeNH_TFM_MOA_05222025.pdf,
NEW HAMPSHIRE,New Hampshire State Police Department,State Agency,,Task Force Model,2025-04-25,link,,https://www.ice.gov/doclib/287gMOA/NHSPD_TFM_MOA_042525.pdf,
NEW HAMPSHIRE,Ossipee Police Department,Municipality,,Task Force Model,2025-03-03,link,,https://www.ice.gov/doclib/287gMOA/OssipeePoliceDeptNH_TFM_MOA_03.03.25.pdf,
NEW HAMPSHIRE,Pittsburgh Police Department,Municipality,,Task Force Model,2025-03-03,link,,https://www.ice.gov/doclib/287gMOA/PIttsburghPoliceDeptNH_TFM_MOA_03.03.25.pdf,
NEW HAMPSHIRE,Rockingham County Sheriff's Office ,County,Rockingham County ,Task Force Model,2025-04-24,link,,https://www.ice.gov/doclib/287gMOA/RockinghamCoNH_TFM_MOA_042425.pdf,
NEW HAMPSHIRE,Troy Police Department,Municipality,,Task Force Model,2025-03-17,link,,https://www.ice.gov/doclib/287gMOA/TroyNH_PoliceDept_TFM_MOA_03.17.2025.pdf,
NEW MEXICO,Curry County Sheriff's Office,County,Curry County,Warrant Service Officer,2025-05-13,link,,https://www.ice.gov/doclib/287gMOA/CurryCoSheriffsOfficeNM_WSO_MOA_05.13.25.pdf,
NEW YORK,Allegany Village Police Department,Municipality,Cattaraugus County,Task Force Model,2026-01-07,link,,https://www.ice.gov/doclib/287gMOA/AlleganyVillagePoliceDeptNY_TFM_MOA_01072026.pdf,
NEW YORK,Broome County Sheriff's Office,County,Broome County ,Warrant Service Officer,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/BroomeCountyNY_WSO_MOA_031025.pdf,
NEW YORK,Camden Police Department ,Municipality,,Task Force Model,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/CamdenPoliceDeptNY_TFM_MOA_07022025.pdf,
NEW YORK,Madison County Sheriff's Office,County,Madison County,Warrant Service Officer,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/MadisonCoSheriffsOfficeNY_WSO_MOA_07022025.pdf,
NEW YORK,Nassau County Police Department,County,Nassau County ,Task Force Model,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/nassauCoPoliceDept_TFM_MOA_03.03.2025.pdf,
NEW YORK,Nassau County Sheriff's Office,County,Nassau County ,Warrant Service Officer,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/NassauCoNY_WSO_MOA_02.28.25.pdf,
NEW YORK,Niagara County Sheriff's Office,County,Niagara County,Task Force Model,2025-05-08,link,,https://www.ice.gov/doclib/287gMOA/NiagaraCoSheriffsOfficeNY_TFM_MOA_05082025.pdf,
NEW YORK,Niagara County Sheriff's Office,County,Niagara County,Warrant Service Officer,2025-05-07,link,,https://www.ice.gov/doclib/287gMOA/NiagaraCoSheriffsOfficeNY_WSO_MOA_05.06.25.pdf,
NEW YORK,Otsego County Sheriff's Office ,County ,Otsego County,Warrant Service Officer,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/OtsegoCountySheriffsOfficeNY-WSO-MOA-10-17-2025.pdf,
NEW YORK,Rensselaer County Sheriff's Office,County,Rensselaer County ,Jail Enforcement Model,2020-06-10,link,,https://www.ice.gov/doclib/287gMOA/287g_JEM_RensselaerCoNY_06-10-2020.pdf,
NEW YORK,Steuben County Sheriff's Office,County,Steuben County,Task Force Model,2025-07-23,link,,https://www.ice.gov/doclib/287gMOA/SteubenCoSheriffsOfficeNY_TFM_MOA_07232025.pdf,
NEW YORK,Steuben County Sheriff's Office,County,Steuben County,Warrant Service Officer,2025-07-29,link,,https://www.ice.gov/doclib/287gMOA/SteubenCoSheriffsOfficeNY_WSO_MOA_07292025.pdf,
NEW YORK,Wayland Police Department,Municipality,Steuben County,Task Force Model,2026-01-07,link,,https://www.ice.gov/doclib/287gMOA/WaylandPoliceDeptNY_TFM_MOA_01072026.pdf,
NEW YORK ,Cattaraugus County Sheriff's Office ,County ,Cattaraugus County,Task Force Model,2025-11-19,link,,https://www.ice.gov/doclib/287gMOA/CattaraugusCoSheriffsOfficeNY_TFM_MOA_11192025.pdf,
NORTH CAROLINA,Alamance County Sheriff's Office,County,Alamance County ,Warrant Service Officer,2020-05-21,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_AlamanceCoNC_05-21-2020.pdf,
NORTH CAROLINA,Albemarle District Jail,County,Albemarle County,Warrant Service Officer,2020-03-19,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_AlbermarleDistrictJailNC_03-19-2020.pdf,
NORTH CAROLINA,Avery County Sheriff's Office,County,Avery County ,Warrant Service Officer,2020-07-23,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_AveryCoNC_07-23-2020.pdf,
NORTH CAROLINA,Beulaville Police Department ,Municipality,Duplin County,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/BeulavillePoliceDeptNC_TFM_MOA_10172025.pdf,
NORTH CAROLINA,Brookford Police Department ,Municipality,Catawba County,Task Force Model,2025-09-09,link,,https://www.ice.gov/doclib/287gMOA/BrookfordPoliceDeptNC_TFM_MOA_09092025.pdf,
NORTH CAROLINA,Brunswick County Sheriff's Office,County,Brunswick County ,Warrant Service Officer,2020-07-23,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_BrunswickCoNC_07-23-2020.pdf,
NORTH CAROLINA,Cabarrus County Sheriff's Office,County,Cabarrus County ,Jail Enforcement Model,2020-03-11,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_CabarrusCoNC2020-03-11.pdf,
NORTH CAROLINA,Caldwell County Sheriff's Office,County,Caldwell County ,Warrant Service Officer,2020-03-19,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_CaldwellCoNC_03-19-2020.pdf,
NORTH CAROLINA,Carteret County Sheriff's Office,County,Carteret County,Warrant Service Officer,2025-05-13,link,,https://www.ice.gov/doclib/287gMOA/CarteretCoSheriffsOfficeNC_WSO_MOA_05.13.25.pdf,
NORTH CAROLINA,Catawba County Sheriff's Office,County,Catawba County,Warrant Service Officer,2025-06-11,link,,https://www.ice.gov/doclib/287gMOA/CatawbaCoSheriffsOfficeNC_WSO_MOA_07292025.pdf,
NORTH CAROLINA,Cherokee County Sheriff's Office,County,Cherokee County ,Warrant Service Officer,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/CherokeeCountyNC_WSO_MOA_031025.pdf,
NORTH CAROLINA,Cleveland County Sheriff's Office,County,Cleveland County ,Warrant Service Officer,2020-01-16,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_ClevelandCoNc2020-01-16.pdf,
NORTH CAROLINA,Columbus County Sheriff's Office,County,Columbus County ,Task Force Model,2025-09-22,link,,https://www.ice.gov/doclib/287gMOA/ColumbusCountySheriffsOfficeNC-TFM-MOA-9-22-2025.pdf,
NORTH CAROLINA,Columbus County Sheriff's Office,County,Columbus County ,Warrant Service Officer,2025-03-05,link,,https://www.ice.gov/doclib/287gMOA/ColumbusCountySO_NC_WSO_MOA_030425.pdf,
NORTH CAROLINA,Craven County Sheriff's Office,County,Craven County ,Warrant Service Officer,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/CravenCountyNC_WSO_MOA_031025.pdf,
NORTH CAROLINA,Duplin County Sheriff's Office,County,Duplin County ,Warrant Service Officer,2020-06-25,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_DuplinCoNC_06-25-2020.pdf,
NORTH CAROLINA,Gaston County Sheriff's Office,County,Gaston County ,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_GastonCoNC2020-06-09.pdf,
NORTH CAROLINA,Henderson County Sheriff's Office,County,Henderson County ,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_HendersonCoNC2020-06-09.pdf,
NORTH CAROLINA,Lincoln County Sheriff's Office,County,Lincoln County ,Warrant Service Officer,2020-06-05,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_LincolnCoNC2020-06-05.pdf,
NORTH CAROLINA,Nash County Sheriff's Office,County,Nash County ,Warrant Service Officer,2020-01-29,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_NashCoNC2020-01-29.pdf,
NORTH CAROLINA,Newland Police Department ,Municipality,Avery County ,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/NewlandPoliceDeptNC_TFM_MOA_10172025.pdf,
NORTH CAROLINA,Onslow County Sheriff's Office,County,Onslow County,Task Force Model,2025-11-04,link,,https://www.ice.gov/doclib/287gMOA/OnslowCoSheriffsOfficeNC_TFM_MOA_11042025.pdf,
NORTH CAROLINA,Onslow County Sheriff's Office,County,Onslow County,Warrant Service Officer,2025-03-26,link,,https://www.ice.gov/doclib/287gMOA/OnslowCountyNC_WSO_MOA_031225.pdf,
NORTH CAROLINA,Person County Sheriff's Office,County,Person County,Jail Enforcement Model,2026-02-10,link pending,,,
NORTH CAROLINA,Randolph County Sheriff's Office,County,Randolph County ,Warrant Service Officer,2020-05-21,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_RandolphCoNC_05-21-2020.pdf,
NORTH CAROLINA,Robbins Police Department,Municipality ,Moore County,Task Force Model,2025-12-11,link,,https://www.ice.gov/doclib/287gMOA/RobbinsPDNC_TFM_MOA_12112025.pdf,
NORTH CAROLINA,Rockingham County Sheriff's Office,County,Rockingham County ,Warrant Service Officer,2019-12-31,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_RockinghamCoNc2019-12-31.pdf,
NORTH CAROLINA,Union County Sheriff's Office,County,Union County,Warrant Service Officer,2025-05-07,link,,https://www.ice.gov/doclib/287gMOA/UnionCoSheriffsOfficeNC_WSO_MOA_05.06.25.pdf,
NORTH CAROLINA,Yancey County Sheriff's Office,County,Yancey County ,Warrant Service Officer,2020-07-20,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_YanceyNc2020-07-20.pdf,
NORTH DAKOTA,Bowman County Sheriff's Office,County,Bowman County,Task Force Model,2025-12-02,link,,https://www.ice.gov/doclib/287gMOA/BowmanCoSheriffsOfficeND_TFM_12022025.pdf,
NORTH DAKOTA,Bowman County Sheriff's Office,County,Bowman County,Warrant Service Officer,2025-06-17,link,,https://www.ice.gov/doclib/287gMOA/BowmanCoSheriffsOfficeND_WSO_MOA_06172025.pdf,
NORTH DAKOTA,Dickinson Police Department,Municipality,,Task Force Model,2025-03-07,link,,https://www.ice.gov/doclib/287gMOA/DickinsonND_PoliceDept_TFM_MOA_03.07.2025.pdf,
NORTH DAKOTA,Dunn County Sheriff's Office,County,Dunn County ,Task Force Model,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/DunnCoSheriffsOfficeND_TFM_MOA_03.07.2025.pdf,
NORTH DAKOTA,Dunn County Sheriff's Office,County,Dunn County ,Warrant Service Officer,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/DunnCountySOND_WSO_MOA_030725.pdf,
NORTH DAKOTA,Eddy County Sheriff's Office,County,Eddy County,Task Force Model,2025-05-08,link,,https://www.ice.gov/doclib/287gMOA/EddyCoSheriffsDeptND_TFM_MOA_05082025.pdf,
NORTH DAKOTA,McKenzie County Sheriff's Office,County,McKenzie County,Task Force Model,2025-03-17,link,,https://www.ice.gov/doclib/287gMOA/McKenzieCoND_TFM_MOA_03.06.2025.pdf,
NORTH DAKOTA,Mercer County Sheriff's Office,County,Mercer County,Task Force Model,2025-06-13,link,,https://www.ice.gov/doclib/287gMOA/MercerCoSheriffsOfficeND_TFM_MOA_06132025.pdf,
NORTH DAKOTA,Ramsey County Sheriff's Office,County,Ramsey County,Task Force Model,2025-06-13,link,,https://www.ice.gov/doclib/287gMOA/RamseyCoSheriffsOfficeND_TFM_MOA_06132025.pdf,
NORTH DAKOTA,Renville County Sheriff's Office ,County ,Renville County,Task Force Model,2025-11-21,link,,https://www.ice.gov/doclib/287gMOA/RenvilleCoSheriffsOfficeND_TFM_MOA_11212025.pdf,
NORTH DAKOTA,Renville County Sheriff's Office ,County ,Renville County,Warrant Service Officer,2025-11-21,link,,https://www.ice.gov/doclib/287gMOA/RenvilleCoSheriffsOfficeND_WSO_MOA_11212025.pdf,
NORTHERN MARIANA ISLANDS,CNMI Department of Corrections,State,,Jail Enforcement Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/CNMIDOCMP_MOA_LEA_012626.pdf,
NORTHERN MARIANA ISLANDS,CNMI Department of Public Safety,State,,Task Force Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/CNMIDPSMP_TFM_MOA_012626.pdf,
OHIO,Butler County Sheriff's Office,County,Butler County ,Jail Enforcement Model,2025-02-24,link,,https://www.ice.gov/doclib/287gMOA/ButlerCoSheriffsOfficeOH_JEM_MOA_02.24.25.pdf,
OHIO,Butler County Sheriff's Office,County,Butler County ,Task Force Model,2025-04-02,link,,https://www.ice.gov/doclib/287gMOA/ButlerCoOH_TFM_MOA_03.20.2025.pdf,
OHIO,Clermont County Sheriff's Office ,County ,Clermont County ,Task Force Model,2025-11-04,link,,https://www.ice.gov/doclib/287gMOA/ClermontCoSOOH_TFM_MOA_11042025.pdf,
OHIO,Fayette County Sheriff's Office,County,Fayette County,Warrant Service Officer,2025-06-17,link,,https://www.ice.gov/doclib/287gMOA/FayetteCoSheriffsOfficeOH_WSO_MOA_06172025.pdf,
OHIO,Fayetteville Police Department,Municipality,Brown County ,Task Force Model,2025-12-10,link,,https://www.ice.gov/doclib/287gMOA/FayettevillePDOH_TFM_MOA_121020225.pdf,
OHIO,Gratis Police Department ,Municipality,Preble County ,Task Force Model,2025-11-04,link,,https://www.ice.gov/doclib/287gMOA/GratisPDOH_TFM_MOA_11042025.pdf,
OHIO,Lake County Sheriff's Office,County,Lake County,Task Force Model,2025-05-28,link,,https://www.ice.gov/doclib/287gMOA/LakeCoSheriffsOfficeOH_TFM_MOA_05282025.pdf,
OHIO,Lake County Sheriff's Office,County,Lake County,Warrant Service Officer,2025-05-28,link,,https://www.ice.gov/doclib/287gMOA/LakeCoSheriffsOfficeOH_WSO_MOA_05282025.pdf,
OHIO,Peebles Police Department ,Municipality,Adams County,Task Force Model,2025-12-08,link,,https://www.ice.gov/doclib/287gMOA/PeeblesPDOH_TFM_MOA_12082025.pdf,
OHIO,Portage County Sheriff's Office,County,Portage County,Task Force Model,2025-03-17,link,,https://www.ice.gov/doclib/287gMOA/PortageCoSheriffsOfficeOH_TFM_MOA_03.12.2025.pdf,
OHIO,Portage County Sheriff's Office,County,Portage County,Warrant Service Officer,2025-03-17,link,,https://www.ice.gov/doclib/287gMOA/PortageCountySO_WSO_MOA_031225.pdf,
OHIO,Russellville Police Department ,Municipality ,Brown County,Task Force Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/RussellvillePoliceDeptOH_TFM_MOA_01262026.pdf,
OHIO,Sardinia Police Department ,Municipality,Brown County ,Task Force Model,2025-11-14,link,,https://www.ice.gov/doclib/287gMOA/SardiniaPDOH_TFM_MOA_11142025.pdf,
OHIO,Seneca County Sheriff's Office,County,Seneca County ,Task Force Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/SenecaCoSOOH_TFM_MOA_022825.pdf,
OHIO,Seneca County Sheriff's Office,County,Seneca County ,Warrant Service Officer,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/SenecaCoSheriffsOfficeOH_WSO_MOA_02.28.2025.pdf,
OHIO,Spencer Police Department,Municipality,Medina County,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/SpencerPoliceDepOH_TFM_MOA_10172025.pdf,
OHIO,Warren County Sheriff's Office ,County ,Warren County ,Task Force Model,2025-11-14,link,,https://www.ice.gov/doclib/287gMOA/WarrenCoSOOH_TFM_MOA_11142025.pdf,
OKLAHOMA,Achille Police Department,Municipality,Bryan County,Task Force Model,2026-01-07,link,,https://www.ice.gov/doclib/287gMOA/AchillePoliceDeptOK_TFM_MOA_01072026.pdf,
OKLAHOMA,Barnsdall Police Department,Municipality,Osage County,Task Force Model,2025-09-22,link,,https://www.ice.gov/doclib/287gMOA/BarnsdallPDOK_TFM_MOA_0922225.pdf,
OKLAHOMA,Beggs Police Department ,Municipality,Okmulgee County,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/BeggsPoliceDepOK_TFM_MOA_10172025.pdf,
OKLAHOMA,Blaine County Sheriff's Office,County,Blaine County ,Task Force Model,2025-09-09,link,,https://www.ice.gov/doclib/287gMOA/BlaineCoSheriffsOfficeOK_TFM_MOA_09092025.pdf,
OKLAHOMA,Blaine County Sheriff's Office,County,Blaine County ,Warrant Service Officer,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/BlaineCo_WSO_MOA_02.18.2025.pdf,
OKLAHOMA,Bokchito Police Department,Municipality ,Bryant County,Task Force Model,2026-02-10,link pending,,,
OKLAHOMA,Canadian County Sheriff's Office,County,Canadian County ,Jail Enforcement Model,2020-03-13,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_CanadianCoOK2020-03-13.pdf,
OKLAHOMA,Canadian County Sheriff's Office,County,Canadian County ,Warrant Service Officer,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/CanadianCountySOOK_WSO_MOA_082825.pdf,
OKLAHOMA,Craig County Sheriff's Office ,County ,Craig County,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/CraigCoSOOK_TFM_MOA_10172025.pdf,
OKLAHOMA,Geary Police Department,Municipality,Blaine County,Task Force Model,2025-09-09,link,,https://www.ice.gov/doclib/287gMOA/GearyPoliceDeptOK_TFM_MOA_09092025.pdf,
OKLAHOMA,Hobart Police Department,Municipality,Kiowa County,Task Force Model,2026-01-07,link,,https://www.ice.gov/doclib/287gMOA/HobartPoliceDeptOK_TFM_MOA_01072026.pdf,
OKLAHOMA,Lincoln County Sheriff's Office,County,Lincoln County,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/LincolnCoSheriffsOfficeOK_TFM_MOA_10172025.pdf,
OKLAHOMA,Lincoln County Sheriff's Office,County,Lincoln County,Warrant Service Officer,2025-05-13,link,,https://www.ice.gov/doclib/287gMOA/LincolnCoSheriffsOfficeOK_WSO_MOA_05.13.2025.pdf,
OKLAHOMA,Logan County Sheriff's Office,County,Logan County ,Jail Enforcement Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/LoganCoSheriffsOfficeOK_JEM_MOA_02282025.pdf,
OKLAHOMA,Major County Sheriff's Department,County,Major County,Task Force Model,2025-12-08,link,,https://www.ice.gov/doclib/287gMOA/MajorCoSOOK_TFM_MOA_12082025.pdf,
OKLAHOMA,McIntosh County Sheriff's Office,County,McIntosh County,Task Force Model,2026-02-10,link pending,,,
OKLAHOMA,Muskogee County Sheriff's Office,County,Muskogee County,Warrant Service Officer,2025-04-16,link,,https://www.ice.gov/doclib/287gMOA/MuskogeeCoOK_WSO_MOA_04.16.2025.pdf,
OKLAHOMA,Oklahoma Bureau of Investigation,State Agency,,Task Force Model,2025-02-18,link,,https://www.ice.gov/doclib/287gMOA/OklahomaBureauInvestigation_TFM_MOA_02.18.25.pdf,
OKLAHOMA,Oklahoma Bureau of Narcotics,State Agency,,Task Force Model,2025-02-18,link,,https://www.ice.gov/doclib/287gMOA/OklahomaBureauNarcotics_TFM_MOA_02.18.25.pdf,
OKLAHOMA,Oklahoma Department of Corrections,State Agency,,Jail Enforcement Model,2025-02-25,link,,https://www.ice.gov/doclib/287gMOA/DeptCorrectionOK_JEM_MOA_02252025.pdf,
OKLAHOMA,Oklahoma Department of Corrections,State Agency,,Warrant Service Officer,2025-02-25,link,,https://www.ice.gov/doclib/287gMOA/DeptCorrectionOK_WSO_MOA_02252025.pdf.pdf,
OKLAHOMA,Oklahoma Department of Public Safety,State Agency,,Task Force Model,2025-02-18,link,,https://www.ice.gov/doclib/287gMOA/OklahomaDeptPublicSafety_TFM_MOA_02.18.25.pdf,
OKLAHOMA,Okmulgee County Criminal Justice Authority,County,Okmulgee County,Warrant Service Officer,2025-02-24,link,,https://www.ice.gov/doclib/287gMOA/OkmulgeeCoCriminalJusticeAuthority_WSO_MOA_02242025.pdf,
OKLAHOMA,Okmulgee County District Attorney's Office,County ,Okmulgee County,Task Force Model,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/OkmulgeeCoDAOK_TFM_MOA_082825.pdf,
OKLAHOMA,Sequoyah County Sheriff's Office ,County ,Sequoyah County ,Task Force Model,2025-10-17,link,,https://www.ice.gov/doclib/287gMOA/SequoyahCoSheriffsOfficeOK_TFM_MOA_10172025.pdf,
OKLAHOMA,Sterling Police Department,Municipality,,Task Force Model,2025-03-07,link,,https://www.ice.gov/doclib/287gMOA/SterlingOK_PoliceDept_TFM_MOA_03.07.2025.pdf,
OKLAHOMA,Stratford Police Department,Municipality ,Garvin County,Task Force Model,2026-02-10,link pending,,,
OKLAHOMA,Texas County Sheriff's Office ,County ,Texas County ,Warrant Service Officer,2025-07-23,link,,https://www.ice.gov/doclib/287gMOA/TexasCoSheriffsOfficeOK_WSO_MOA_07232025.pdf,
OKLAHOMA,Tulsa County Sheriff's Office,County,Tulsa County ,Jail Enforcement Model,2020-06-08,link,link,https://www.ice.gov/doclib/287gMOA/287gJEM_TulsaCoOK_06-08-2020.pdf,https://www.ice.gov/doclib/287gMOA/Tulsa_add_JEM_MOA_06082020.pdf
OKLAHOMA,Vinita Police Department,Municipality,,Task Force Model,2025-05-13,link,,https://www.ice.gov/doclib/287gMOA/VinitaPoliceDeptOK_TFM_MOA_05132025.pdf,
OKLAHOMA,Weatherford Police Department ,Municipality,Custer County,Task Force Model,2025-12-08,link,,https://www.ice.gov/doclib/287gMOA/WeatherfordPDOK_TFM_MOA_12082025.pdf,
PENNSYLVANIA,Addison Borough Constable's Office,Municipality,Somerset County ,Task Force Model,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/AddisonBoroughConstablePA_TFM_MOA082825.pdf,
PENNSYLVANIA,Beaver County Sheriff's Office ,County ,Beaver County ,Task Force Model,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/BeaverCoSOPA_TFM_MOA_080825.pdf,
PENNSYLVANIA,Benton Borough Police Department ,Municipality,Columbia County,Task Force Model,2025-11-04,link,,https://www.ice.gov/doclib/287gMOA/BentonBoroughPoliceDeptPA_TFM_MOA_11042025.pdf,
PENNSYLVANIA,Bessemer Borough Police Department,Municipality ,Lawrence County,Task Force Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/BessemerBoroughPoliceDeptPA_TFM_MOA_01262026.pdf,
PENNSYLVANIA,Bradford County Sheriff's Office,County,Bradford County,Warrant Service Officer,2025-03-26,link,,https://www.ice.gov/doclib/287gMOA/BradfordCountyPA_WSO_MOA_03262025.pdf,
PENNSYLVANIA,Bradford Police Department,Municipality ,McKean County,Task Force Model,2026-01-26,link,,https://www.ice.gov/doclib/287gMOA/BradfordPoliceDeptPA_TFM_MOA_01262026.pdf,
PENNSYLVANIA,Butler County Sheriff's Office,County,Butler County,Task Force Model,2025-06-12,link,,https://www.ice.gov/doclib/287gMOA/ButlerCoSheriffsOfficePA_TFM_MOA_06122025.pdf,
PENNSYLVANIA,Cambria County Prison,County,Cambria County,Warrant Service Officer,2025-07-31,link,,https://www.ice.gov/doclib/287gMOA/CambriaCoPrisonPA_WSO_MOA_073125.pdf,
PENNSYLVANIA,Center Township Police Department ,Municipality ,Beaver County ,Task Force Model,2025-12-02,link,,https://www.ice.gov/doclib/287gMOA/CenterTownshipPDPA_TFM_MOA_12022025.pdf,
PENNSYLVANIA,Chippewa Township Police Department ,Municipality,Beaver County,Task Force Model,2025-12-08,link,,https://www.ice.gov/doclib/287gMOA/ChippewaTownshipPDPA_TFM_MOA_12082025.pdf,
PENNSYLVANIA,Constable Unity Township,Municipality,Westmoreland County,Task Force Model,2025-07-15,link,,https://www.ice.gov/doclib/287gMOA/UnityTownshipConstableOfficePA_TFM_MOA_07152025.pdf,
PENNSYLVANIA,Coolspring Township Constable's Office,Municipality,Mercer County ,Task Force Model,2025-07-18,link,,https://www.ice.gov/doclib/287gMOA/CoolspringTownshipConstablePA_TFM_MOA_071825.pdf,
PENNSYLVANIA,County of Franklin / Franklin County Jail ,County,Franklin County,Warrant Service Officer,2025-03-07,link,,https://www.ice.gov/doclib/287gMOA/FranklinCountyJailPA_WSO_MOA_030725.pdf,
PENNSYLVANIA,Damascus Township Constable,Municipality,,Task Force Model,2025-04-29,link,,https://www.ice.gov/doclib/287gMOA/DamascusTownshipConstablePA_TFM_MOA_042925.pdf,
PENNSYLVANIA,East Donegal Township Constables Office ,Municipality,,Task Force Model,2025-07-15,link,,https://www.ice.gov/doclib/287gMOA/EastDonegalTownshipConstablePA_TFM_MOA_071525.pdf,
